Date,Open,High,Low,Close,Volume,Adj Close
2015-01-13,14.64996,14.900039999999999,14.61,14.679960000000001,98024900,12.104289999999999
2015-01-14,14.78004,15.20004,14.7,14.810039999999999,151563500,12.21155
2015-01-15,14.85,15.35004,14.70996,15.35004,149060400,12.65681
2015-01-16,15.39996,15.62004,15.18,15.36996,186701500,12.67323
2015-01-19,14.01,14.570039999999999,13.83,13.83,256454800,11.40346
2015-01-20,13.83,14.060039999999999,13.56,13.83,178922100,11.40346
2015-01-21,13.88004,14.60004,13.74996,14.42004,232863600,11.88998
2015-01-22,14.34,14.52,14.16,14.30004,150601900,11.791030000000001
2015-01-23,14.36004,14.63004,14.30004,14.4,175101800,11.873460000000001
2015-01-26,14.36004,14.439960000000001,14.16,14.34,126912700,11.82398
2015-01-27,14.349960000000001,14.37,13.83,13.98996,160739300,11.53536
2015-01-28,13.86996,14.30004,13.8,14.060039999999999,148905300,11.59314
2015-01-29,13.820039999999999,14.01,13.74996,13.89996,122010400,11.46115
2015-01-30,13.929960000000001,14.12004,13.76004,13.929960000000001,111614000,11.48589
2015-02-02,13.599960000000001,13.8,13.55004,13.62996,103311800,11.23852
2015-02-03,13.77996,13.98996,13.62,13.95,106001900,11.502410000000001
2015-02-04,14.00004,14.04,13.70004,13.71,96914700,11.30452
2015-02-05,14.30004,14.43,13.76004,13.79004,229647500,11.370519999999999
2015-02-06,13.689960000000001,13.95,13.400039999999999,13.509960000000001,123649000,11.13958
2015-02-09,13.5,13.68,13.22004,13.52004,113590300,11.14789
2015-02-10,13.490039999999999,13.820039999999999,13.419960000000001,13.77,86985000,11.35399
2015-02-11,13.77996,13.85004,13.68,13.730039999999999,66521900,11.32104
2015-02-12,13.74996,13.89996,13.62,13.86,73045800,11.4282
2015-02-13,13.929960000000001,14.18004,13.839960000000001,13.95,106529100,11.502410000000001
2015-02-16,13.95,14.01,13.730039999999999,13.92,86544200,11.47767
2015-02-17,13.95996,14.109960000000001,13.929960000000001,13.98996,81658900,11.53536
2015-02-18,13.98996,13.98996,13.98996,13.98996,0,11.53536
2015-02-19,13.98996,13.98996,13.98996,13.98996,0,11.53536
2015-02-20,13.98996,13.98996,13.98996,13.98996,0,11.53536
2015-02-23,13.98996,13.98996,13.98996,13.98996,0,11.53536
2015-02-24,13.98996,13.98996,13.98996,13.98996,0,11.53536
2015-02-25,14.04,14.04996,13.76004,13.8,69287000,11.378730000000001
2015-02-26,13.8,14.07996,13.599960000000001,14.07,123065300,11.601360000000001
2015-02-27,14.060039999999999,14.16,13.95996,13.98996,95228400,11.53536
2015-03-02,14.03004,14.09004,13.86996,14.03004,122255600,11.56841
