Date,Open,High,Low,Close,Volume,Adj Close
2008-03-04,18.81,19.15,18.0,18.07,30065300,15.954
2008-03-05,17.93,19.0,17.72,18.87,24624700,16.660999999999998
2008-03-06,18.89,19.77,18.62,18.71,29531400,16.519000000000002
2008-03-07,18.68,18.68,17.8,18.03,14454800,15.919
2008-03-10,17.8,18.2,17.4,17.5,10595000,15.450999999999999
2008-03-11,17.29,17.7,16.86,17.69,9793100,15.619000000000002
2008-03-12,18.03,18.19,16.92,16.96,9232900,14.974
2008-03-13,16.7,16.92,15.8,16.07,14207000,14.189
2008-03-14,16.0,16.5,15.9,16.24,7650800,14.339
2008-03-17,16.24,16.48,14.62,14.62,13980700,12.908
2008-03-18,14.42,14.88,13.16,13.32,16853300,11.76
2008-03-19,13.66,14.33,13.3,14.13,15695400,12.475999999999999
2008-03-20,13.86,15.54,13.35,15.13,26978300,13.359000000000002
2008-03-21,15.1,16.17,15.0,15.28,23668800,13.491
2008-03-24,15.52,15.96,15.12,15.16,15636600,13.385
2008-03-25,14.9,15.79,14.9,15.65,11386200,13.818
2008-03-26,15.77,15.85,15.15,15.34,9745300,13.544
2008-03-27,15.06,15.26,14.11,14.17,12361200,12.511
2008-03-28,14.08,14.98,13.5,14.88,15435100,13.138
2008-03-31,14.55,14.98,14.1,14.15,10168800,12.493
2008-04-01,14.1,14.33,12.89,12.95,15139900,11.434000000000001
2008-04-02,13.02,13.45,12.15,12.39,12554000,10.939
2008-04-03,12.5,12.95,11.9,12.68,9879800,11.195
2008-04-04,12.68,12.68,12.68,12.68,0,11.195
2008-04-07,12.8,13.57,12.2,13.41,12017500,11.84
2008-04-08,13.64,14.29,13.24,13.95,17707100,12.317
2008-04-09,13.78,14.05,12.56,12.6,15270400,11.125
2008-04-10,12.6,13.15,12.01,13.03,8840800,11.504000000000001
2008-04-11,13.12,13.8,13.02,13.38,9081200,11.812999999999999
2008-04-14,13.15,13.28,12.53,12.71,10566200,11.222000000000001
2008-04-15,12.6,13.2,12.6,13.13,10040500,11.593
2008-04-16,12.7,12.7,11.82,11.82,33830500,10.436
2008-04-17,11.4,11.69,10.64,10.64,24895000,9.394
2008-04-18,10.3,10.3,9.65,9.69,20688800,8.555
2008-04-21,9.79,10.05,9.34,9.46,13744700,8.352
2008-04-22,9.36,9.48,8.6,9.35,13816300,8.255
2008-04-23,9.17,9.95,9.0,9.79,18446200,8.644
2008-04-24,10.7,10.77,10.31,10.77,34890400,9.509
2008-04-25,11.41,11.79,11.0,11.37,44419500,10.039
2008-04-28,11.15,11.8,11.0,11.53,20463700,10.18
2008-04-29,11.5,11.93,11.4,11.55,16729200,10.198
2008-04-30,11.55,11.55,11.55,11.55,0,10.198
2008-05-01,11.55,11.55,11.55,11.55,0,10.198
2008-05-02,11.55,11.55,11.55,11.55,0,10.198
2008-05-05,12.26,12.4,11.94,12.16,23252000,10.735999999999999
2008-05-06,12.0,12.37,11.69,12.04,21462600,10.63
2008-05-07,11.9,12.09,11.1,11.12,17077400,9.818
2008-05-08,10.89,11.49,10.78,11.48,12194200,10.136000000000001
2008-05-09,11.53,11.96,11.4,11.73,17501300,10.357000000000001
